Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
Derivation of 137Cs deposition density from measurements of 137Cs inventories in undisturbed soils,2002,Journal of Environmental Radioactivity,62,3,,295,303,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035990620&partnerID=40&md5=019c26c84fe0177e9731a570a583fbe6,Article,Scopus,2-s2.0-0035990620
Specialization of graded modules,2002,Proceedings of the Edinburgh Mathematical Society,45,2,,491,506,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036318371&partnerID=40&md5=ddd06c38b51c3673b26550b5efdd50bd,Article,Scopus,2-s2.0-0036318371
The dynamic stiffness matrix method in forced vibration analysis of multiple-cracked beam,2002,Journal of Sound and Vibration,254,3,,541,555,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037063266&partnerID=40&md5=d8907deb3913cbbfdf2410755c5cf87d,Article,Scopus,2-s2.0-0037063266
Preparation and magneto-caloric effect of La1-xAgxMnO3 (x=0.10-0.30) perovskite compounds,2002,Physica B: Condensed Matter,319,1åé4ì˙,,168,173,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036643609&partnerID=40&md5=59fae71946b7f698c3c9a0076c8c5feb,Article,Scopus,2-s2.0-0036643609
Parallel-iterated pseudo two-step Runge-Kutta-Nystr?m methods for nonstiff second-order IVPs,2002,Computers and Mathematics with Applications,44,1åé2ì˙,,143,155,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036631134&partnerID=40&md5=e6f6cb08fe55cd07462461579e976a94,Article,Scopus,2-s2.0-0036631134
Some existence and nonexistence results for boundary value problems for semilinear elliptic degenerate operators,2002,Russian Journal of Mathematical Physics,9,3,,365,370,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036631014&partnerID=40&md5=744420b994ab397793562a933e0e1aa4,Article,Scopus,2-s2.0-0036631014
Crystalline-electric-field effect in some rare-earth intermetallic compounds,2002,Physica B: Condensed Matter,319,1åé4ì˙,,90,104,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036644104&partnerID=40&md5=43d672125aeb4767efe7eef0c2901557,Article,Scopus,2-s2.0-0036644104
Excited K-quantum nonlinear coherent states,2002,Journal of Physics A: Mathematical and General,35,22,,4749,4754,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037036178&partnerID=40&md5=0c5bbbe84d1b83705b1981d5b6e0c15b,Article,Scopus,2-s2.0-0037036178
Multifunction optimization problems involving parameters: Necessary optimality conditions,2002,Optimization,51,3,,577,595,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036623286&partnerID=40&md5=c00fc73912c15cf94a39ef53e2488dba,Article,Scopus,2-s2.0-0036623286
On inequalities of Bohr and Bernstein,2002,Journal of Inequalities and Applications,7,3,,349,366,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035999251&partnerID=40&md5=bec76c5d8a14949be3252df7f5fbfa80,Article,Scopus,2-s2.0-0035999251
On the K?hlerity of complex spaces having the Hartogs extension property,2002,International Journal of Mathematics,13,4,,369,371,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036086114&partnerID=40&md5=3b805bf0587dec073e0ed788f1217bf6,Article,Scopus,2-s2.0-0036086114
A formalism for representing and reasoning with linguistic information,2002,"International Journal of Uncertainty, Fuzziness and Knowlege-Based Systems",10,3,,281,307,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-8644292616&partnerID=40&md5=2a7b0b4ab86872f26251f02bc2e31ef1,Article,Scopus,2-s2.0-8644292616
Lower semicontinuity of kernels of closed convex processes and local reachability of discrete-time systems,2002,Optimization,51,3,,451,470,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036623420&partnerID=40&md5=b45d4d21c9eff493aff665cc20869186,Article,Scopus,2-s2.0-0036623420
Elastic moduli of random aggregates of tetragonal crystals,2002,"Philosophical Magazine A: Physics of Condensed Matter, Structure, Defects and Mechanical Properties",82,9,,1713,1724,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036625541&partnerID=40&md5=feeeefc77b4e329c87ca33ac33b43a7a,Article,Scopus,2-s2.0-0036625541
Multimode higher-order antibunching and squeezing in trio coherent states,2002,Journal of Optics B: Quantum and Semiclassical Optics,4,3,,222,227,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036611525&partnerID=40&md5=a3c68f7ad78bb016e800b36d9ad2abab,Article,Scopus,2-s2.0-0036611525
Use of duckweed as a protein supplement for breeding ducks,2002,Asian-Australasian Journal of Animal Sciences,15,6,,866,871,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035982393&partnerID=40&md5=82446c41415dc76c958143f2ce41bcbf,Article,Scopus,2-s2.0-0035982393
Malaria in injection drug abusers in Vietnam,2002,Clinical Infectious Diseases,34,10,,1317,1322,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037093966&partnerID=40&md5=0924ea1c4b29df66e34119fa00f740e3,Article,Scopus,2-s2.0-0037093966
Nitrogen balance in goats fed Flemingia (Flemingia macrophylla) and Jackfruit (Artocarpus heterophyllus) foliage based diets and effect of a daily supplementation of polyethylene glycol (PEG) on intake and digestion,2002,Asian-Australasian Journal of Animal Sciences,15,5,,699,707,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035982036&partnerID=40&md5=224ea1a7ec6e38835906985cbef882ba,Article,Scopus,2-s2.0-0035982036
European airline reform: An empirical welfare analysis,2002,Journal of Transport Economics and Policy,36,2,,189,209,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036589267&partnerID=40&md5=db9af00de5a37fac4288790b2dec7753,Article,Scopus,2-s2.0-0036589267
Measurement of the vertical cosmic muon flux in a region of large rigidity cutoff,2002,Nuclear Physics B,627,3,,29,42,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037156325&partnerID=40&md5=cb649a47738d07677c72ad4d9c622484,Article,Scopus,2-s2.0-0037156325
"Habitat use, predicted distribution and conservation of green peafowl (Pavo muticus) in Dak Lak province, Vietnam",2002,Biological Conservation,105,2,,189,197,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036219854&partnerID=40&md5=b366c3b625dd07d8f51cc860879cf899,Article,Scopus,2-s2.0-0036219854
Government and NGO partnership in managing community-based water resources in Vietnam: A case study of Thai Long Dam Project,2002,Business Strategy and the Environment,11,2,,119,129,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036205978&partnerID=40&md5=86bc0171f27b917da4a9de4015012219,Article,Scopus,2-s2.0-0036205978
Steep increase in HIV prevalence among tuberculosis patients in Ho Chi Minh City,2002,AIDS,16,6,,931,932,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037066375&partnerID=40&md5=613173ea4f3f6cd2f212f5a876810ebd,Article,Scopus,2-s2.0-0037066375
Plastic collapse of a circular plate under cyclic loads,2002,International Journal of Plasticity,19,4,,547,559,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037374969&partnerID=40&md5=a55cfe4177cad3b02bd62ecb90dc392a,Article,Scopus,2-s2.0-0037374969
"Demicontinuity, generalized convexity and loose saddle points of set-valued maps",2002,Optimization,51,2,,293,308,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036554072&partnerID=40&md5=78dacc7daa01b90d2c303e8baf3ec39e,Article,Scopus,2-s2.0-0036554072
Invexity of supremum and infimum functions,2002,Bulletin of the Australian Mathematical Society,65,2,,289,306,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036529070&partnerID=40&md5=383a946f757599bc11b952a294cd9cdb,Article,Scopus,2-s2.0-0036529070
On the projection of the efficient set and potential applications,2002,Optimization,51,2,,401,421,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036554455&partnerID=40&md5=2b949ea7a96e516def725dbe96650e2d,Article,Scopus,2-s2.0-0036554455
Radioprotective effects of vitexina for breast cancer patients undergoing radiotherapy with cobalt-60,2002,Integrative Cancer Therapies,1,1,,38,43,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041823570&partnerID=40&md5=58e02242fda53c438e4d968b7ba760ac,Article,Scopus,2-s2.0-0041823570
Two-dimensional model for femtosecond pulse conversion and compression using high-order stimulated Raman scattering in solid hydrogen,2002,"Physical Review A - Atomic, Molecular, and Optical Physics",65,3 B,,033809/1,033809/8,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036508831&partnerID=40&md5=2d9170932370b075b69be34fc614b0c8,Article,Scopus,2-s2.0-0036508831
Characters of quantum groups of type An,2002,Communications in Algebra,30,3,,1085,1117,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036013550&partnerID=40&md5=2adf5619daff90760f0aff9e3401a385,Article,Scopus,2-s2.0-0036013550
Positive weak solutions for some semilinear elliptic equations,2002,"Nonlinear Analysis, Theory, Methods and Applications",48,7,,939,945,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036497507&partnerID=40&md5=49f4122a0dfd9f8d92f28007aa8574c2,Article,Scopus,2-s2.0-0036497507
Evaluation of the World Health Organization standard tourniquet test and a modified tourniquet test in the diagnosis of dengue infection in Viet Nam,2002,Tropical Medicine and International Health,7,2,,125,132,,46,http://www.scopus.com/inward/record.url?eid=2-s2.0-18244406593&partnerID=40&md5=49add1feb0b426a6c30bde2f6d7265af,Article,Scopus,2-s2.0-18244406593
"Impaired resistance and enhanced pathology during infection with a noninvasive, attaching-effacing enteric bacterial pathogen, Citrobacter rodentium, in mice lacking IL-12 or IFN-É¡",2002,Journal of Immunology,168,4,,1804,1812,,91,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037083505&partnerID=40&md5=9912327efabdd38277a8d0655e592b93,Article,Scopus,2-s2.0-0037083505
Trio coherent states,2002,Journal of Optics B: Quantum and Semiclassical Optics,4,1,,80,85,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036471530&partnerID=40&md5=6478abb33f1e201802a64e0b3ecbb57e,Article,Scopus,2-s2.0-0036471530
"Realizations of quantum hom-spaces, invariant theory, and quantum determinantal ideals",2002,Journal of Algebra,248,1,,50,84,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036472041&partnerID=40&md5=65fd0bf15b450f1d2f1ef80e2ff8a1b7,Article,Scopus,2-s2.0-0036472041
Rough continuity of linear operators,2002,Numerical Functional Analysis and Optimization,23,1åé2ì˙,,139,146,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036477753&partnerID=40&md5=56f8c53da9830e58e6a95619dd9f75c7,Article,Scopus,2-s2.0-0036477753
Structure and magnetic properties of thin FePt alloy films,2002,Journal of Magnetism and Magnetic Materials,239,1åé3ì˙,,335,337,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036465759&partnerID=40&md5=5f167582d02d9adeafd1563b3badc730,Article,Scopus,2-s2.0-0036465759
Do 1.37 Gev Éø particles find nuclei attractive or repulsive?,2002,Physical Review C - Nuclear Physics,65,2,,246111,2461110,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-4243380042&partnerID=40&md5=25d8dc2041101d7e6933c10da61b1bd4,Article,Scopus,2-s2.0-4243380042
Flower-like squeezing in the motion of a laser-driven trapped ion,2002,International Journal of Modern Physics B,16,3,,519,529,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037196666&partnerID=40&md5=1f95aeed56d303d501609425a97b14cc,Article,Scopus,2-s2.0-0037196666
Stability radii of positive linear difference equations under affine parameter perturbations,2002,Applied Mathematics and Computation,134,2åé3ì˙,,577,594,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037169642&partnerID=40&md5=d5fa403a23f198399c597c412a6df8e5,Article,Scopus,2-s2.0-0037169642
Orienting method for obstacle problems,2002,Zeitschrift fur Analysis und ihre Anwendung,21,1,,233,248,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036016342&partnerID=40&md5=65a6a6de4d7fed0c76237f663146f86b,Article,Scopus,2-s2.0-0036016342
The non-pluripolarity of compact sets in complex spaces and the property (LBÅá) for the space of germs of holomorphic functions,2002,Studia Mathematica,150,1,,1,12,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036330745&partnerID=40&md5=c09e6b36c5fe49d666d44fd2009e2fb0,Article,Scopus,2-s2.0-0036330745
Remote sensing and GIS-based analysis of cave development in the Suoimuoi catchment (Son La - NW Vietnam),2002,Journal of Cave and Karst Studies,64,1,,23,33,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036305264&partnerID=40&md5=5cf6807bbdebe36069e9475620f23b00,Article,Scopus,2-s2.0-0036305264
Invited Article Historical development and characteristics of social work in today's Vietnam,2002,International Journal of Social Welfare,11,1,,84,91,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0345734874&partnerID=40&md5=8dd73d9b9420c3e4fc9c9ebe8610c0b3,Article,Scopus,2-s2.0-0345734874
Random equations for semi H-monotone operators,2002,Random Operators and Stochastic Equations,10,4,,321,328,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-28044436358&partnerID=40&md5=f7d8402dd17d33e7575bd82909f41f68,Article,Scopus,2-s2.0-28044436358
Random equations for weakly semimonotone operators of type (S) and semi-J-monotone operators of type (J-S),2002,Random Operators and Stochastic Equations,10,2,,123,132,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-28044442797&partnerID=40&md5=c475c1025ab633ccfe04f2ddcf062cb4,Article,Scopus,2-s2.0-28044442797
Extremal solutions for a class of unilateral problems,2002,Zeitschrift fur Analysis und ihre Anwendung,21,2,,371,380,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036069402&partnerID=40&md5=335a5ba3465c761f09e2b6e8f381fca6,Article,Scopus,2-s2.0-0036069402
Control of vitamin A deficiency in Vietnam: Achievements and future orientation,2002,Food and Nutrition Bulletin,23,2,,133,142,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036018283&partnerID=40&md5=fcdb2c41981daf2866d42e0f7e2ebc6f,Article,Scopus,2-s2.0-0036018283
Intestinal obstruction due to tuberculosis,2002,Asian Journal of Surgery,25,2,,145,148,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036015717&partnerID=40&md5=f96f5ae1d4404666258d0ab09bfc6a56,Article,Scopus,2-s2.0-0036015717
The surjectivity of semiregular maximal monotone random mappings,2002,Random Operators and Stochastic Equations,10,1,,47,58,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-28044459272&partnerID=40&md5=8ff95d668c5a28d882ec0e0deb6b17b6,Article,Scopus,2-s2.0-28044459272
Construction of the Can Don BOT scheme in Vietnam,2002,International Journal on Hydropower and Dams,9,1,,38,40,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036128857&partnerID=40&md5=2d09a1b84478e8fa26c89084b69f7d9e,Article,Scopus,2-s2.0-0036128857
Functional integral approach in the theory of color superconductivity,2002,Physics of Particles and Nuclei,33,1,,37,51,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035995371&partnerID=40&md5=e0ca540be90f9092e9fc8a7495c10074,Article,Scopus,2-s2.0-0035995371
On the optimality for cascade connection of passive scattering systems and the best minorant outer function,2002,Zeitschrift fur Analysis und ihre Anwendung,21,1,,215,231,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036016348&partnerID=40&md5=6bddd989ddc9104f8c90890d4bff6119,Article,Scopus,2-s2.0-0036016348
Market structure and environmental costs: An analysis of air transport liberalization,2002,International Journal of Transport Economics,29,1,,17,42,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036243011&partnerID=40&md5=ed542634726048aa50566c75f782bf40,Article,Scopus,2-s2.0-0036243011
A fuzzy necessary optimality condition for non-Lipschitz optimization in Asplund spaces,2002,SIAM Journal on Optimization,12,3,,656,668,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036351795&partnerID=40&md5=fbdd346dac16f0cf8adf406800d5cf35,Article,Scopus,2-s2.0-0036351795
RAPD variability in rice (Oryza sativa L.) plants derived from desiccation-tolerant calli,2001,Euphytica,121,3,,297,303,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035207588&partnerID=40&md5=cd410ce5dde7bf9e81616e3818454bb4,Article,Scopus,2-s2.0-0035207588
Impact of chemical warfare with Agent Orange on women's reproductive lives in Vietnam: A pilot study,2001,Reproductive Health Matters,9,18,,156,164,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035202622&partnerID=40&md5=9b226dd81f627ea6b356bfbae354aff3,Article,Scopus,2-s2.0-0035202622
Coulomb blockade threshold in finite one-dimensional arrays of small tunnel junctions: Computer simulation,2001,"Physics Letters, Section A: General, Atomic and Solid State Physics",291,2åé3ì˙,,150,158,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041418475&partnerID=40&md5=3f41b2230aed5579ef3a98c5a5d98821,Article,Scopus,2-s2.0-0041418475
Tunable gas sensor using an acoustic waveguide,2001,Russian Ultrasonics,31,1,,7,13,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035569001&partnerID=40&md5=96d0b56fe7b70a53c5e5e9ff46037f46,Article,Scopus,2-s2.0-0035569001
On a Multivalued Nonlinear Variational Inequality,2001,Differential Equations,37,1,,144,145,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035608593&partnerID=40&md5=07c02a9eef90b997764d06ff1acb0195,Article,Scopus,2-s2.0-0035608593
"Characterization of J, Éø-compact sets | Caracterizacion de los conjuntos J, Éø-compactos",2001,Acta Cientifica Venezolana,52,SUPPL. 2,,45,47,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84868681135&partnerID=40&md5=a2af023a95ee035f36351f65be2028c0,Article,Scopus,2-s2.0-84868681135
Seismic Observation in Vietnam,2001,Bulletin of the International Institute of Seismology and Earthquake Engineering,35,,,203,206,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141596021&partnerID=40&md5=13517bbe281c8f9a052277e1e7bd0682,Article,Scopus,2-s2.0-0141596021
